feat_0,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,feat_8,feat_9,feat_10,feat_11,feat_12,feat_13,feat_14,feat_15,feat_16,feat_17,feat_18,feat_19,feat_20,feat_21,feat_22,feat_23,feat_24,feat_25,feat_26,feat_27,feat_28,feat_29,feat_30,feat_31,feat_32,feat_33,feat_34,feat_35,feat_36,feat_37,feat_38,feat_39,feat_40,feat_41,feat_42,feat_43,feat_44,feat_45,feat_46,feat_47,feat_48,feat_49,feat_50,feat_51,feat_52,feat_53,feat_54,feat_55,feat_56,feat_57,feat_58,feat_59,feat_60,feat_61,feat_62,feat_63,feat_64,feat_65,feat_66,feat_67,feat_68,feat_69,feat_70,feat_71,feat_72,feat_73,feat_74,feat_75,feat_76,feat_77,feat_78,feat_79,feat_80,feat_81,feat_82,feat_83,feat_84,feat_85,feat_86,feat_87,feat_88,feat_89,feat_90,feat_91,feat_92,feat_93,feat_94,feat_95,feat_96,feat_97,feat_98,feat_99,label
0.7566693093315883,0.9146997508954977,0.07399338714349657,0.2785927618867847,0.9374784144914667,0.2746618909393648,0.0331735427752643,0.3626661706339942,0.20282715397327478,0.02047826087592408,0.7895939667975411,0.3022136332941159,0.1965983971254831,0.6439299543875623,0.7043155141812348,0.40207307368279754,0.49986937390315667,0.10204367860183439,0.408220126480454,0.17382332993795213,0.8542355725550799,0.784210736375978,0.08126259216699017,0.24071094584950914,0.5405429988553859,0.699412055306487,0.11134309744238846,0.6159734810084576,0.604163113329986,0.18489838295462413,0.22870262675437347,0.9081282097383698,0.38343095023093465,0.4423771487673569,0.32125197550363227,0.4406295218165279,0.7750669812153638,0.28315610334519925,0.5936852715621143,0.4336339672869093,0.0403897310045469,0.33218029091817725,0.5444420706345023,0.39494379380190514,0.23408905846448969,0.977008472310704,0.4900984738177321,0.5022053524821654,0.7165192924078512,0.04850322655944217,0.9825552866219153,0.5614682367116104,0.8685066240461107,0.47281845066979356,0.8193986275435303,0.8175858113807476,0.38033236692862094,0.9942263264314939,0.8265311938314788,0.10577634729170293,0.47540452788849197,0.22089888936519286,0.4206203333401396,0.793122580761393,0.9867407760324618,0.2914691695527646,0.7680519851004681,0.32663434782151324,0.2080028274584309,0.863448304585061,0.25892217594624656,0.054548289413210216,0.2963605268833096,0.08917860375886777,0.7909587189035621,0.4243931781095973,0.5509755170703815,0.17797636345113854,0.22720842457116863,0.7490690513539546,0.5493725105692352,0.23031113837572992,0.3968609504260604,0.06005934697554571,0.5803414205821582,0.13008901478705326,0.09699651561475253,0.16758471297182365,0.2010473405742219,0.4656317324659074,0.9538569335307417,0.13406426159265006,0.9254178468099072,0.3687431799927433,0.06682271705124576,0.10917251781319104,0.06342087332711654,0.25180981332921115,0.4982923954682563,0.5890292501879595,1
0.9482856630270918,0.3454987166692651,0.5462346360866591,0.33881446015118877,0.635375407927039,0.31948638186330613,0.7123843447025059,0.20397054727902852,0.3912343311300466,0.9324483928705977,0.612918286506894,0.23053473294216031,0.698187949513237,0.14686751876557513,0.5191884929363779,0.5592209922992986,0.02768466349919918,0.6628755794065607,0.05032118980653866,0.01599446359679524,0.09099176992508673,0.6899874821497263,0.7117527838684329,0.9488651847495272,0.9651995449210261,0.014636478531801389,0.5811676661184337,0.5577125963502984,0.4747639564463755,0.8138004382440138,0.2868329493399523,0.08582457123590337,0.6490417585233207,0.5867344488219802,0.8393777224304901,0.44609913890586994,0.6036288763805803,0.06841570605184377,0.49880829064198184,0.41696260184270106,0.9981749444260702,0.4093236375448709,0.2648197181970564,0.7557117906649614,0.28941545601867524,0.3984642182502487,0.8122531919131553,0.8468076865021117,0.08581681176476741,0.9851022987794261,0.7084019923140863,0.10974947023072801,0.34428545345670525,0.7996563252041781,0.33569054169463297,0.2435636599162332,0.8113441945942025,0.9621968144847044,0.9287867426111913,0.4303832091484975,0.8467684024542356,0.02488248397040793,0.7198167123860165,0.11516950185226038,0.4729045693635411,0.9298170222225594,0.11796230338138702,0.034849458754058094,0.5206928641150573,0.8032095335263078,0.027972150415303876,0.7875346156775368,0.28125785709912443,0.4602156185308074,0.842474620583981,0.7775054602135273,0.9975306293976611,0.6177203372427686,0.8288248024985796,0.2572138280052144,0.9199756602694704,0.9376094945150962,0.667905859257181,0.15864363081697308,0.2260327830465234,0.7890436530496846,0.7543468564016307,0.4219142196221922,0.7408028585404864,0.5255377885828112,0.4312965273294588,0.724466331785275,0.6718489746310594,0.8422026764250421,0.5611935156302155,0.19882176368805426,0.5801124946558124,0.45958199460636207,0.4315132487344092,0.9791061301241691,0
0.21893181010787888,0.03521302577014296,0.9305491873993412,0.19924122020687718,0.663898450155709,0.47613022370863334,0.7649231434521896,0.5641577367907297,0.11412326968914377,0.33104207969755484,0.15832813195568318,0.5404416428042492,0.045684965793779564,0.18830244546512365,0.18683524806587148,0.20662926968843365,0.43571795497577404,0.881669658356947,0.1556129105470534,0.07171947552527291,0.9123400037425875,0.4855148399930703,0.09947239206491953,0.04402800293321141,0.4877956921405475,0.23462679754784888,0.22485897395122234,0.26212185560729195,0.7081859145033331,0.9095650828684074,0.7457475838182114,0.4295111270752383,0.8760937270281198,0.9548143595724043,0.7911747276174153,0.019793651835872228,0.29012276372608026,0.1224589097512544,0.5160194640569171,0.8839925815264871,0.5183075711309522,0.8552033298236569,0.9305765183948981,0.5996607168766043,0.0432598373414228,0.9975187765576522,0.06927322060146945,0.8755207694682958,0.21005038031554035,0.5353567739431142,0.3444613679314763,0.8593324177614169,0.33300625278105755,0.9579639938680801,0.6198810506745409,0.9060582102418537,0.07171402594218312,0.008078626313872794,0.6086046521544564,0.9937327698889905,0.800921639743293,0.9763287805849159,0.4184188233083014,0.20409952624679717,0.49578576664538376,0.4102024960887467,0.015097244188582382,0.43957112692625777,0.5331399519481735,0.6905078398783234,0.6768329905706814,0.3448848174392213,0.8486299620080316,0.09052227902573273,0.15177033199064205,0.4971810716216416,0.8440205721194417,0.49393409869923155,0.27742324408436847,0.3728682789449034,0.10003503857884577,0.8667335092061405,0.3207138426421571,0.9888754651718776,0.8098963090587946,0.687797450032003,0.14658567852176208,0.4886492364498397,0.552362944043657,0.5488024379378812,0.7197867070078822,0.2084060775676655,0.16454304099805084,0.7707950490847313,0.11341446655236076,0.06570109046039141,0.9457650656966295,0.87784292851011,0.9974100576772187,0.22200778072338645,1
0.08023046514563015,0.11815255720830475,0.02140686063494024,0.029768291016919912,0.04789395704473409,0.435347878499039,0.014448315842940262,0.28475457502667745,0.7918060460073744,0.2372233470442755,0.7912574485253157,0.4620262094444725,0.6319832072740126,0.7365936565922448,0.15283092955652722,0.5979368267528771,0.08819956111426164,0.4258380136159343,0.3344619160846143,0.9121150672148114,0.5752279093569586,0.721312396176278,0.6222170974706337,0.9986311902344418,0.6342247241159162,0.4330691371174259,0.3115014540222196,0.8159689859725525,0.8726145058679103,0.2915991063772534,0.4598905185516805,0.24845512775773593,0.8663375743218102,0.11888644599130838,0.8999508947315749,0.48317040640978515,0.6227884622811931,0.28285758013046913,0.32293436009565213,0.4843015213498466,0.05457799050322376,0.984136892966537,0.035960664103637185,0.8755837176913654,0.6750463882891744,0.601807617072762,0.9318467011911586,0.02263495808081417,0.9898760149608231,0.3495843671787312,0.12848335342713757,0.8463963098624278,0.607329488411862,0.9566554766244749,0.9599737830979965,0.527661508520981,0.4056230957571909,0.20358338883998472,0.20802644881527577,0.9450886918967093,0.7085808132511981,0.40342597263633206,0.058608766880947516,0.8020099273054201,0.8816922610264442,0.9977535231701073,0.04201749894087958,0.37134644528554017,0.16957620776403026,0.1446692668705618,0.9914290418423143,0.8620268731163253,0.7361983735242043,0.14563171728078028,0.7976263542436879,0.2833587135224013,0.7223363032481023,0.5011794096298197,0.9021339454560223,0.5148538390542514,0.45563859094828296,0.5974004442244437,0.8466217586215219,0.5515227170157952,0.5589774036368521,0.28283983370861654,0.8236875162999967,0.21778121199747402,0.4797419398013154,0.3368201386986087,0.3012609867085332,0.637798274392032,0.2859481058229054,0.35411632227512,0.00663199491382227,0.18339177888649116,0.35218518409934163,0.5735044790778444,0.8539489466175822,0.4288493368957391,0
0.5301191621824989,0.19139723052948,0.099935217449584,0.4686357902639664,0.4105755372078117,0.18530828454545567,0.2784829428048311,0.9465192161555743,0.16135786428189192,0.9169927782559781,0.5895636314800534,0.7737900170140662,0.3461010721784221,0.34380167961663066,0.02606023448842132,0.36106786077131414,0.3667028905569285,0.15691500844184458,0.0007894954197511517,0.16847353615662675,0.4825721461855219,0.7385796342799701,0.6476373250825367,0.302946017084917,0.8949697304037515,0.018154817306984983,0.5987799851427916,0.6531664310688353,0.3256479480608109,0.8171790476113248,0.9282780797471225,0.40377394635853037,0.935138868527045,0.04154232862840568,0.2423204233555416,0.10523371528324854,0.2431935149111838,0.28416296012383324,0.9717980461039827,0.7439046698714595,0.7469721357763541,0.9970410537589384,0.6518287413561723,0.8514733208620017,0.5605844097027054,0.47928025551706066,0.5929563789853944,0.9630179437364587,0.5659997623562742,0.46170903947281083,0.04257335879857471,0.3067934399379507,0.31277641617589613,0.3268221318428649,0.5545855283144971,0.8300493352732798,0.41251103489171237,0.8218445665608316,0.8035314362495468,0.716645783315245,0.8568220800368942,0.5047566867076605,0.12549490214654868,0.857435799621551,0.3109111202547781,0.08783667344812429,0.4196325206388919,0.3594160840262527,0.6275893136358471,0.8927659762489628,0.8890691096165295,0.9768955156803345,0.6189024754578675,0.9778339709400924,0.9962637036351285,0.7352591278494637,0.742600057698873,0.2150022311334835,0.4148777975357525,0.02901997113299648,0.04810476399889474,0.6867269487996542,0.7354155170049675,0.9195760204921097,0.7020797552954194,0.5396129104599419,0.8308370696425031,0.08127268230142193,0.1995277660058884,0.5888976411611916,0.06586324273451594,0.49300635656322866,0.14656589376234064,0.5012214252528832,0.9361324194799354,0.2345872790889305,0.963973615847465,0.9044687139343577,0.3157000637835531,0.52922583868279,1
0.046391541351110566,0.554673943862016,0.7341270117331506,0.2110883244316617,0.16637180170543875,0.041509918921836975,0.10157238067444208,0.37718556328544317,0.4547665596803784,0.4577885436031518,0.1524701920718976,0.871002137742312,0.3623278427332941,0.012396904135152154,0.7020150771478392,0.2732686550312041,0.7950533412725485,0.7963075065320203,0.9252846872103535,0.30295224332713133,0.2620292892821726,0.5001285161275387,0.34403684192850315,0.8345609509115869,0.6956776084103723,0.530943366636667,0.8651831560847917,0.0027395567271513155,0.9920512886162293,0.22935992514321601,0.9419780222245165,0.3144244694312742,0.9801055096433285,0.9907221928853136,0.9603475027399365,0.6687969284623436,0.01852891652229849,0.8597356919655506,0.3612611332858794,0.889979280687955,0.032076103224623065,0.8499298011050108,0.9727171469835529,0.48185094332105827,0.5672626994231319,0.2320308293724893,0.7674239648998609,0.45955166693336424,0.6479365717040355,0.09901886058889031,0.310692421875722,0.27775051806495343,0.45416680817699906,0.1941615471393634,0.08378569238525946,0.628485446714849,0.2596482746645038,0.8858484999454167,0.3519973795708138,0.10261949167270967,0.7295348021617963,0.2619565284118266,0.9139365662787666,0.22462498595528968,0.5326661376350712,0.07835067110170213,0.023420329052377675,0.12075601943415215,0.6745092984370946,0.5023616430960864,0.036730057131403426,0.7914224552800266,0.12950820260310547,0.9573471024697999,0.4306451679430141,0.4038026683459771,0.2577950742541383,0.43986080857046095,0.8913620038489359,0.4563755909069308,0.5342523845973097,0.8421207217965244,0.6080283810019452,0.5530984357058971,0.6512578701806825,0.5982753314783721,0.9703510315321929,0.13390860362067591,0.37497367746777266,0.6093627380205237,0.4841340479782741,0.8282819662520616,0.4932311161987054,0.12948325723775167,0.3361946786030796,0.7619998230380716,0.33201429701083873,0.3772086781635118,0.4931279914973532,0.6095534916510943,0
0.7758539778675877,0.03900983521276702,0.9508413482649521,0.5900788198933963,0.3779096657628086,0.15018255962772753,0.46786922183613056,0.007501504965842898,0.5493312127442712,0.6071045526617017,0.36940880324663294,0.8647321337817295,0.5160106654931769,0.9667044568396124,0.24605674934576638,0.42300424588597496,0.37375484303249507,0.8018959674043717,0.7595787664159984,0.7478363319477098,0.07715241441283971,0.549990455438433,0.09516167728501024,0.0866483094816719,0.3693579276456558,0.8597902860583407,0.5754454619466913,0.8294255375211589,0.8412891172635648,0.004346435446204611,0.06499970082209916,0.34791408836379056,0.5578312784027074,0.5155899470101064,0.9940537151003788,0.004461785809924956,0.18604333068683232,0.6593503861231044,0.02954636053952553,0.747348694339253,0.6251156574040913,0.3826369103964822,0.10503820532605568,0.48766840087656915,0.831418380945422,0.4213011894081796,0.2605016288617653,0.7346970791745052,0.7893069309700991,0.6199724889002395,0.3854154150335881,0.8808476004926425,0.8809245310222773,0.27219230421304874,0.47861984437160876,0.8883054624254986,0.8643542040431936,0.5008799665827846,0.26503028433101006,0.9340481667395522,0.021451102732803373,0.5826584229906926,0.5377914314532846,0.8236203061416697,0.8287212852002092,0.4564084212138011,0.027793814864352062,0.6033699422089017,0.614158872518732,0.36661749962088586,0.6523448232456462,0.5394851512651082,0.7643301354575336,0.33768526074088834,0.25107928373641963,0.3265589306751132,0.3848688426373612,0.8327229280956605,0.2049202204185272,0.05215912744246731,0.8526775315164227,0.6243512415458355,0.8530322723406475,0.24991246547292278,0.7558585007608608,0.4810423943630743,0.29881067288792884,0.9835497390166816,0.8128540987010759,0.39829572052426754,0.2690716256419491,0.039170442325280885,0.362472788506626,0.5707031842315091,0.49750979002533924,0.9801568265796959,0.4573026266885163,0.3861860313485812,0.7916175925524089,0.9578002583110106,0
0.17437862723551112,0.12804240148731127,0.9434733750318387,0.2704002510639876,0.8171567416904865,0.7198592139130219,0.9200600699671856,0.6241469071611705,0.24604459927496924,0.2604801303414097,0.894521231308998,0.11561732887713605,0.47567902148691144,0.18367273734781808,0.9058387205380976,0.4726473172400366,0.8687802305460638,0.2469999372548578,0.07833027074600996,0.8026877172121203,0.6065061424063402,0.3480862340241321,0.5250525344941553,0.7902418041302961,0.21026038672583236,0.08712530362322057,0.12652945977784358,0.6882823938446635,0.830270107036207,0.036633722022774484,0.6233774933018529,0.4701299217046434,0.9663676319660722,0.18266622045743486,0.6354043561659118,0.4801438602879339,0.11890971727429189,0.4297116448257293,0.9456383144502017,0.38543180935695587,0.192793126030526,0.5773470928612804,0.8515026095425616,0.08733521155548707,0.24340446982410735,0.13317172273814815,0.8820833396907062,0.6859359258063201,0.5307154340294838,0.9473547964610064,0.34913119550725047,0.9099160736800794,0.4801815031933442,0.9268781468915612,0.7593322606280858,0.25220055008735964,0.06309158192872033,0.4937813573476899,0.8523118698546535,0.021272338719977357,0.04048135857678303,0.9018115921626827,0.3483548943334567,0.5173107250271628,0.13480394796994077,0.6731586089271561,0.25510438525563073,0.7382314451742357,0.36092019184770474,0.9824604667198975,0.2638650794516585,0.6976413335853278,0.26314734006697094,0.41060145037112883,0.9966713987550403,0.14292655375963403,0.2514344857529026,0.765757033394775,0.7049915769551365,0.014293515078513397,0.938834537325624,0.794876328348158,0.7057931416123702,0.7858890340677783,0.11582620501913077,0.0492221880859921,0.5145137556196494,0.6290562448473238,0.3651891166355393,0.6676736265549796,0.14908410086171875,0.12664257529718492,0.502392569363764,0.6890429380453256,0.7786009747730885,0.4632037412569827,0.4294569197229361,0.7607850492383117,0.900523426205714,0.6577815434175002,1
0.33275580452761633,0.08990828303958065,0.9346225868807901,0.029222213751965764,0.2866282393798625,0.6046590606006345,0.9912858347694107,0.3106694142955656,0.7073229196417747,0.1969867655559162,0.8074430519500556,0.5890899154645719,0.542844649048987,0.843317225652479,0.020685268140234414,0.5939589303487997,0.592135572253214,0.11649761035846473,0.8172120395321626,0.6284804107794314,0.5526308336370866,0.7757273605520112,0.8388565830226699,0.43749865894528916,0.4260176535505308,0.8291359706097122,0.8220939993977384,0.3051292409073174,0.9600384196595194,0.35425660681218496,0.9217394685215251,0.23743475836193717,0.22509156935380625,0.5916269044543349,0.960672847847175,0.5476846217596023,0.5377109614108889,0.7157648846445995,0.482893823527334,0.37925872324170684,0.5023949975790751,0.29379239765885634,0.6938068454216018,0.3541742388751393,0.716478197181411,0.9500098598569101,0.07807625762426018,0.9835956551723848,0.38763756524274373,0.8052656916733035,0.41585117598114407,0.5042683376472196,0.059539764353773506,0.4226373238139296,0.21764918450194304,0.03186953275756765,0.6383284712861019,0.43047532196969784,0.05279314331364415,0.753058427297618,0.45949318434605935,0.879961852300753,0.22889009196480936,0.5615369818739749,0.8236605951246664,0.8323667900253034,0.2726799405480824,0.408147862425972,0.23679179518306182,0.1255048461963132,0.12260245402775494,0.5320975379393966,0.4677620419881582,0.621670602481487,0.9479442534020619,0.11819694943330272,0.8359834115939326,0.5987957259514459,0.619097807963946,0.3930000365597842,0.8362112771894886,0.0028447404863632952,0.1049722642103098,0.05363754024320655,0.019607537974833833,0.781342234336068,0.6922022141546885,0.6912822920739552,0.4443308906970431,0.5501909946383331,0.7202554337525588,0.24330464088812664,0.48695462393476396,0.4818506142621237,0.29025891041701757,0.2112222513444818,0.5929372461735013,0.07306796650634562,0.5920370100584094,0.9382841157382151,1
0.8297421645763826,0.5126521198943855,0.816902924364671,0.12307821942665664,0.25118483155760585,0.023539157536743738,0.022009462742782926,0.2566843410453157,0.9871747600249834,0.3451266717901389,0.0051654051398191125,0.32903564295376486,0.9902024181820757,0.552641543660051,0.42938788424353935,0.8333979150716854,0.14362398424770417,0.12770644511225926,0.6483913122426812,0.24902966170862528,0.9796439242836569,0.17490356212192282,0.23807719527387217,0.34597283146388,0.7117411455480528,0.519457006280978,0.18606099005729082,0.3175486410205687,0.9744075091551904,0.07667549155857922,0.882584833002685,0.7997359952701807,0.7254402674988488,0.6304415445507509,0.12415906132843524,0.3005988703837924,0.8919038265837983,0.09532152549075512,0.537612772738909,0.6673699780668253,0.1697994109454909,0.7074164619715427,0.03922583778319988,0.9012797906346709,0.2704711974156533,0.10463631077940139,0.8472537470032125,0.2820198091739915,0.41982833255563623,0.4607423924509494,0.15058308999162728,0.2828051732580691,0.662548791128411,0.3515841813909768,0.21025326047109127,0.2168287027708068,0.3927169381413872,0.2041876148645888,0.9138358572191982,0.5924696625793141,0.09248382279412848,0.49066810315879683,0.44695196289299355,0.6103384337543362,0.6668547334796148,0.44194362289374356,0.23755040337082456,0.10103473553004116,0.07212542266412292,0.04493041783203244,0.7589525996833217,0.11155386703864445,0.3200940246095686,0.48792069191534126,0.1067533522066546,0.8261981939316342,0.7119173111093879,0.5386327811489215,0.009502203678351195,0.23120958726501462,0.04905829171832732,0.7917556547670289,0.8474597511385713,0.5224296093919917,0.8837498079154826,0.12009405387481042,0.8947476251653288,0.36684201033531494,0.6043314236052055,0.879217153435821,0.12819698934217816,0.39065957416743147,0.4937941427133038,0.3978280875932573,0.4772645048939429,0.48446203783734487,0.5809411268518376,0.4332911588898355,0.2750747413508221,0.3862718343190702,1
